transaction_id,timestamp,amount,currency,sender_account,receiver_account,sender_country,sender_municipality,receiver_country,receiver_municipality,transaction_type,notes,amount_sek
079c9077-e1a2-4d9a-961d-d16304e434fa,2025-03-14 14:57:00,8237.04,SEK,SE8902QBFU77974903239810,SE8902GGVM41036620748091,,Ängelholm,Sweden,Stockholm,incoming,Utility bill,0.0
2aefee83-eca6-4648-9396-3d929e03e5a8,2025-03-18 19:24:00,4284.99,SEK,SE8902SUFL84984390436207,SE8902PLTU47854504283727,Sweden,Örnsköldsvik,,Karlstad,outgoing,Online purchase,0.0
d8ccb427-4ace-4c29-8407-59666f0ec538,2025-04-07 09:21:00,7477.96,SEK,SE8902KLES25420753966546,SE8902EOQK87745075861922,Sweden,Stockholm,Sweden,,outgoing,Rent transfer,0.0
21b4a593-62f4-4b74-bb79-eddd5e5ff55a,2025-01-21 15:50:00,45998.09,SEK,SE8902OJZV87378441905395,SE8902QSEX48124440213093,Sweden,Landskrona,,Sandviken,incoming,Salary payment,0.0
8a3c2583-a413-4d7f-a7c5-377da4fb136d,2025-01-16 12:56:00,41940.41,SEK,SE8902BBBD92900838719471,SE8902XFYN40331665173936,Sweden,Norrköping,,Stockholm,outgoing,Payment for invoice #9846,0.0
308e36ef-2d4e-427f-bb4f-a71e5b1a10a6,2025-04-20 04:34:00,9897.16,SEK,SE8902ABOS54302823852209,SE8902UGGW38274485777478,,Skellefteå,Sweden,Sandviken,incoming,Insurance payout,0.0
c98ac471-0dcd-4395-bfb9-a53eca1b1742,2025-04-06 10:24:00,44815.76,SEK,SE8902KEUK66106098793775,SE8902SUPU22107368286746,Sweden,Motala,Sweden,,outgoing,Consulting fee,0.0
4c2ea395-e49c-43f6-a0b1-ec005fd41ad9,2025-02-02 21:43:00,10748.29,SEK,SE8902OEJT81666216962345,SE8902GXQE70403294190338,Sweden,,Sweden,Skövde,incoming,Loan repayment,0.0
2e39cce9-b17d-4454-bf7b-f2cbe13d21d5,2025-03-13 19:42:00,32784.27,SEK,SE8902KWGC09517167288801,SE8902ZKJC38755928645078,Sweden,Borås,Sweden,,incoming,Reimbursement for travel,0.0
9808f755-e841-4aac-ad54-435617c4b235,2025-03-18 23:07:00,40246.76,SEK,SE8902XCIR72675281902466,SE8902FSHA42297476809642,Sweden,,Sweden,Kristianstad,incoming,Utility bill,0.0
3973d223-4702-4694-a48a-009b6ff71a1f,2025-01-31 21:33:00,1912.85,SEK,SE8902EMIT82352727650511,SE8902KMID87590796935719,,Gävle,Sweden,Östersund,incoming,Insurance payout,0.0
cb7e2997-31a9-4ba2-bbde-5210a47f4816,2025-03-19 23:55:00,23051.47,SEK,SE8902FTIV24633690574571,SE8902MEPG75869905095161,,Varberg,Sweden,Trollhättan,outgoing,Insurance payout,0.0
0c5c3c8b-bc96-4cd5-8683-eeed471c43fc,2025-05-08 15:23:00,2522.2,SEK,SE8902OGIL87909531470185,SE8902SUPU22107368286746,Sweden,Falun,Sweden,,outgoing,Rent transfer,0.0
8901d956-008d-4eb1-8faa-5ff023617ae9,2025-05-03 15:28:00,42828.59,SEK,SE8902GWOF13656646987338,SE8902IDIO78110702344946,Sweden,Borås,,Jönköping,outgoing,Mobile recharge,0.0
e2307344-b780-4eb2-81a7-7ebb8b1b49e8,2025-04-13 16:59:00,23486.44,SEK,SE8902RLXE45562764852432,SE8902TURO07496760761316,Sweden,,Sweden,Umeå,incoming,Reimbursement for travel,0.0
66c6b4e4-db89-45c9-867b-98e910367b62,2025-02-12 05:23:00,45254.46,SEK,SE8902NNNR28386574821422,SE8902FBTR73223116722714,Sweden,Skövde,,Uppsala,outgoing,Reimbursement for travel,0.0
49d83900-e22b-4fda-b570-d93e550589d6,2025-03-15 13:15:00,36468.7,SEK,SE8902LUTP25647153659821,SE8902NCHQ05383241398951,Sweden,Malmö,,Gävle,incoming,Insurance payout,0.0
7373d39c-f5bf-4ae5-b87a-460915ce8763,2025-04-28 10:02:00,6936.46,SEK,SE8902BWOT03489901672599,SE8902FHYM56802980847454,,Luleå,Sweden,Skövde,outgoing,Freelance project payment,0.0
7cf0aad8-e39c-4b28-b941-18bf2caf5a5c,2025-02-26 14:19:00,44025.51,SEK,SE8902SLBZ46706062219762,SE8902KDEZ48747876485385,Sweden,Norrköping,Sweden,,outgoing,Online purchase,0.0
a13c1cd5-fee8-4fe8-8f79-1a24c033eb15,2025-01-12 19:47:00,3136.84,SEK,SE8902KFFN35109779680770,SE8902OWWY66208651137307,,Halmstad,Sweden,Karlskoga,outgoing,Rent transfer,0.0
93607bff-a2e5-4987-9a4d-6cec5d67d9ad,2025-05-09 00:12:00,11153.83,SEK,SE8902REOE84824920257605,SE8902FKHS98022985303829,Sweden,,Sweden,Växjö,incoming,Salary payment,0.0
e243f3ed-66d0-47c6-aa53-be5e42a266b0,2025-02-20 15:31:00,25375.52,SEK,SE8902FGIY23117081354016,SE8902VPUI15502095985231,Sweden,,Sweden,Karlskrona,outgoing,Rent transfer,0.0
b9921353-0cf7-4dd2-aa82-61521756b9b6,2025-02-08 18:57:00,21162.33,SEK,SE8902LACW59549122762926,SE8902PFUA65955298845159,,Östersund,Sweden,Lidingö,incoming,Reimbursement for travel,0.0
964439e8-f544-4ae0-b7ae-4005601157c8,2025-01-12 13:56:00,12269.96,SEK,SE8902YREH60256445948405,SE8902XPHP30865499209335,Sweden,Motala,Sweden,,outgoing,Freelance project payment,0.0
2e7695ef-101c-4c60-b4da-66e95067023f,2025-04-04 03:56:00,16809.65,SEK,SE8902VYBF24172056441453,SE8902PBJH90393502972632,,Karlstad,Sweden,Varberg,outgoing,Gift to family member,0.0
b6eaf9d5-c041-4a7b-a55a-cc00f1837557,2025-02-02 07:17:00,36059.76,SEK,SE8902JTWL04765331104215,SE8902XVPE12442001326703,Sweden,,Sweden,Piteå,incoming,Mobile recharge,0.0
21a93a8e-466f-4dab-b49e-b948f1bae6ab,2025-03-07 02:27:00,48133.2,SEK,SE8902KVSV81092256666408,SE8902TKRB93799625518098,Sweden,Piteå,Sweden,,incoming,Payment for invoice #4699,0.0
659454e0-c23b-4a59-8ae4-23a6f7735cda,2025-02-15 16:45:00,17316.34,SEK,SE8902FMID10536679996597,SE8902KSPR66432840199154,Sweden,Lidköping,Sweden,,outgoing,Consulting fee,0.0
99c7a42d-09c4-4039-a653-9de75c3d7f74,2025-02-21 14:13:00,40443.47,SEK,SE8902MCRF20072685039505,SE8902KLES25420753966546,Sweden,Nyköping,Sweden,,outgoing,Online purchase,0.0
1e19719b-747d-4711-84f1-6bd6b778ef81,2025-03-19 14:26:00,7771.23,SEK,SE8902YERF08265652105112,SE8902AFOU10164539916013,Sweden,Lidingö,,Piteå,outgoing,,0.0
a5a84b48-18e7-4167-8731-fd18a3a64a28,2025-05-05 22:24:00,7284.32,SEK,SE8902LHWV91263359767569,SE8902ZTYB33411513006359,,Södertälje,Sweden,Linköping,incoming,,0.0
5e810548-d742-4fb0-8266-8fc86e0a442b,2025-03-13 22:00:00,13431.2,SEK,SE8902GDTV65148682209789,SE8902WSLA24954889786348,Sweden,,Sweden,Lidingö,incoming,Reimbursement for travel,0.0
9223e560-3ab8-4c33-89e1-68db8eaf34b9,2025-01-05 11:51:00,17736.52,SEK,SE8902WOBG56284432759181,SE8902QLUT99208994499946,,Karlstad,Sweden,Trelleborg,incoming,Salary payment,0.0
24a8dcca-b28f-42a1-897e-80d4a1915e88,2025-04-21 15:44:00,10734.67,SEK,SE8902FGIY23117081354016,SE8902GYOM68592348894619,Sweden,,Sweden,Kalmar,incoming,Loan repayment,0.0
c60aeb8c-d452-476d-9de9-eac5507bb721,2025-05-13 07:06:00,6449.69,SEK,SE8902FHHP30665400671103,SE8902WZTY78877140572268,,Karlstad,Sweden,Sundsvall,incoming,Rent transfer,0.0
de46e969-638c-4939-b64f-a8483d28efaf,2023-11-29 13:18:00,39426.3,SEK,SE8902LEIQ16043588196306,SE8902JFUD24261264737631,Sweden,Kalmar,Sweden,,incoming,Reimbursement for travel,0.0
a3b01515-6a85-42a4-a151-1847d324f3a0,2025-03-04 20:05:00,45819.51,SEK,SE8902MQKC26955141529313,SE8902ALFN61867186946491,Sweden,,Sweden,Göteborg,outgoing,Mobile recharge,0.0
8272e9c9-fc58-44da-bacd-66d559de006f,2025-02-26 11:49:00,16206.96,SEK,SE8902SLBZ46706062219762,SE8902VPUM81969837191902,Sweden,Skellefteå,,Gävle,outgoing,Online purchase,0.0
b509d4e0-2077-4b80-b6f3-0748582d960e,2025-03-07 20:36:00,35621.16,SEK,SE8902XFEK65570601507823,SE8902STMW83870980133580,,Kristianstad,Sweden,Kristianstad,outgoing,Subscription fee,0.0
415e3154-94f0-42dc-a445-c1b3de2bd434,2025-05-01 04:53:00,38135.23,SEK,SE8902KWSP63038857977275,SE8902AHHW25831609187762,Sweden,,Sweden,Örebro,outgoing,Loan repayment,0.0
17f4e94e-62cc-4cd8-9098-ea9452630100,2025-03-04 19:06:00,14169.91,SEK,SE8902CEKC27544305100945,SE8902PYVE63223607468293,Sweden,Jönköping,,Trelleborg,incoming,Insurance payout,0.0
bdc5f2ad-c31d-4f33-b96a-ce95c47c652b,2025-02-19 14:03:00,33536.22,SEK,SE8902SRDG63581614639448,SE8902QVVH33425126369593,Sweden,Västerås,,Trelleborg,incoming,Online purchase,0.0
92dd54ef-80aa-42bd-9268-50265d4c4760,2025-05-05 06:06:00,25601.36,SEK,SE8902YWZE35031868738690,SE8902JYDD80497877012989,Sweden,Lidingö,,Umeå,outgoing,Loan repayment,0.0
b375c6b6-b33d-4c8c-9211-c9dfad666051,2025-05-09 11:23:00,7731.95,SEK,SE8902RUZG18814542051536,SE8902RTPP26534696624492,Sweden,Västerås,,Karlstad,incoming,Rent transfer,0.0
e2d0e331-ca92-428b-871f-73a5cfcd8485,2025-02-13 17:53:00,4513.79,SEK,SE8902LKRM96767797463197,SE8902MINV17334030266764,Sweden,Södertälje,,Trelleborg,incoming,Reimbursement for travel,0.0
30691363-8809-462c-b98e-54d1deca159c,2025-05-05 16:15:00,9834.61,SEK,SE8902DOFI01208990186376,SE8902YCMC97452355623638,,Karlstad,Sweden,Trelleborg,outgoing,Subscription fee,0.0
2d4790d9-ec14-412f-b982-29e46b3c0179,2025-02-25 19:20:00,26560.88,SEK,SE8902IQAS41209315371860,SE8902GIHV74884246842599,Sweden,,Sweden,Landskrona,outgoing,Loan repayment,0.0
faefaeaf-1ac8-47ad-94b7-21d75590a2d5,2025-04-28 12:37:00,45309.15,SEK,SE8902WZEL99650586037049,SE8902XXCG81260198384509,,Malmö,Sweden,Karlskoga,outgoing,Subscription fee,0.0
e35aaad1-cb8c-4e5f-a0af-92761d09d632,2025-02-14 05:47:00,32506.2,SEK,SE8902FUXQ13611890616632,SE8902RBXU00091422402190,,Uppsala,Sweden,Halmstad,outgoing,Loan repayment,0.0
78786eca-9c40-414e-b22c-6169fa8e9afa,2025-02-21 02:16:00,4131.55,SEK,SE8902YFAI41572077231677,SE8902KVOL90407760349687,Sweden,,Sweden,Örebro,incoming,Insurance payout,0.0
0be75e8d-d8eb-47d5-a7ff-df0be72a1145,2026-04-16 06:03:00,12478.16,SEK,SE8902TTCV22659277900658,SE8902HAHX05192939117708,,Karlskrona,Sweden,Varberg,outgoing,Utility bill,0.0
21196380-6b50-4069-b161-55320c6fee6a,2025-04-21 16:26:00,3895.59,SEK,SE8902DWZI85436013187521,SE8902RBSV68895772780848,,Trollhättan,Sweden,Skövde,outgoing,Online purchase,0.0
f3ff7fdf-2345-43ad-8cad-846e56f57a20,2025-05-06 22:21:00,39302.03,SEK,SE8902RPRH48981618994827,SE8902PQTC99238321979954,,Motala,Sweden,Karlskoga,outgoing,Insurance payout,0.0
c10bb4a1-f869-43b2-a290-4e11e31e7d85,2025-01-12 16:33:00,16586.23,SEK,SE8902ASFC38684084271407,SE8902HNLH30212836252481,Sweden,Skellefteå,,Linköping,outgoing,Subscription fee,0.0
e5f08f2e-a983-4078-b72a-d6276556c226,2025-02-14 13:02:00,746.44,SEK,SE8902OOLM49343686376830,SE8902SMBI03438185868162,Sweden,Uppsala,Sweden,,incoming,Loan repayment,0.0
2223f5c2-1b3b-4c64-837c-923ec55d4564,2025-03-11 06:07:00,4585.5,SEK,SE8902WOTL92806947118912,SE8902SPMP91486768673172,,Umeå,Sweden,Uddevalla,outgoing,,0.0
b0c14034-cf51-4681-a32d-503337a8be9d,2025-04-16 07:43:00,25859.81,SEK,SE8902GZAO49226888899471,SE8902ZTYB33411513006359,Sweden,Ängelholm,,Umeå,outgoing,Utility bill,0.0
dc7b60e8-1814-47cb-8c8e-74c3b7eb19ce,2025-04-29 05:56:00,10776.41,SEK,SE8902FITK67729451632648,SE8902CODF26383416794081,Sweden,,Sweden,Linköping,outgoing,Freelance project payment,0.0
85a58fc0-6fbb-4074-9efd-391a77f2d8a1,2025-01-01 07:09:00,36981.5,SEK,SE8902FITK67729451632648,SE8902ORAT65143572227414,Sweden,,Sweden,Helsingborg,incoming,,0.0
f561c8a4-5321-4f50-a4f1-ec50f5c380d4,2025-03-08 22:36:00,47927.99,SEK,SE8902AXSS75904959058026,SE8902AZMF62874749728667,Sweden,Sundsvall,Sweden,,outgoing,Payment for invoice #2024,0.0
3a156e68-db4d-4d7c-8dc4-0597d771b124,2025-05-03 08:28:00,25634.8,SEK,SE8902XFDS45905033879975,SE8902VQDV44258038827151,Sweden,,Sweden,Helsingborg,outgoing,Consulting fee,0.0
c2573886-b4de-4ffd-9f76-86a5909f8129,2025-03-07 04:34:00,13642.31,SEK,SE8902UFZY41218181108055,SE8902WINU18325188489431,Sweden,Kalmar,Sweden,,incoming,Utility bill,0.0
4faf4ab7-4949-4293-a4b9-bb0f4803061f,2025-01-09 22:22:00,23830.13,SEK,SE8902IDYW61560887680926,SE8902AZXE66883467511248,Sweden,,Sweden,Lund,outgoing,Rent transfer,0.0
79f0907a-53c1-48e9-9cb1-54afac9c1e20,2025-03-13 11:57:00,11452.72,SEK,SE8902VXBW13958908779060,SE8902HXLB10149156679316,Sweden,Uppsala,Sweden,,outgoing,Loan repayment,0.0
8dc11782-b2a4-41a9-b42b-d36bf7f6b040,2025-05-12 13:12:00,5647.69,SEK,SE8902VATX29635590400151,SE8902PZCI77761871178523,Sweden,Lidingö,Sweden,,outgoing,Reimbursement for travel,0.0
aee70c3a-cbfb-4a3a-8fe8-520d53626a69,2025-03-09 15:14:00,24670.0,SEK,SE8902IACG54044232519044,SE8902DGXX88147139459340,Sweden,,Sweden,Falun,incoming,Consulting fee,0.0
09143ba8-465f-4ed4-8f71-3ff312b254fb,2025-05-17 09:11:00,7785.48,SEK,SE8902BADP38378986803145,SE8902ZVTV98812993474647,Sweden,Halmstad,,Växjö,outgoing,Salary payment,0.0
f5f13e6a-5521-4484-8dc6-33f1caf42ae1,2025-04-30 22:03:00,48843.24,SEK,SE8902FWCH71102712794153,SE8902PLBL16144667744762,Sweden,,Sweden,Uppsala,outgoing,Loan repayment,0.0
7b2b145c-4957-4065-a824-dea73b9e2209,2025-01-27 02:53:00,6163.88,SEK,SE8902OUYV90192199566077,SE8902TXSH82999507978837,Sweden,Norrköping,,Södertälje,incoming,,0.0
77377ed1-99b7-4bfc-a3f0-5fdbbba325a4,2025-05-15 08:02:00,12740.39,SEK,SE8902KNYL13525753615170,SE8902QBFU77974903239810,,Linköping,Sweden,Lund,incoming,Rent transfer,0.0
a6c058a0-b5ba-419d-81d8-1511b012b4e6,2025-02-20 19:48:00,27039.8,SEK,SE8902PKJC56529381306922,SE8902QBPI92232356394837,Sweden,Karlskrona,Sweden,,outgoing,Salary payment,0.0
2520f762-d30c-47e5-9392-b83ce523efe7,2025-03-10 13:30:00,35351.36,SEK,SE8902JXAL47272008936438,SE8902AJRJ35802643947946,Sweden,Umeå,,Umeå,outgoing,Reimbursement for travel,0.0
41b80f6c-e15c-4582-894a-37ee0c378d81,2025-01-29 14:27:00,21958.14,SEK,SE8902RYXO33562941610360,SE8902IXLN09147641003463,,Karlskrona,Sweden,Motala,outgoing,,0.0
ff61ee1d-8312-4ef2-b908-41fe509408c1,2025-03-18 10:36:00,20803.67,SEK,SE8902RXQC04091454093931,SE8902AZOB63571733972059,,Landskrona,Sweden,Linköping,incoming,Tax refund,0.0
13fc857d-327e-4755-914e-5f61bae37b29,2025-02-05 10:13:00,41263.96,SEK,SE8902APMC92937900903172,SE8902RPNT79114466986103,Sweden,Halmstad,Sweden,,incoming,,0.0
9b7b1f74-ebc6-4a34-82f2-b52eaa30ea80,2025-01-16 02:35:00,19186.5,SEK,SE8902GWOF13656646987338,SE8902QQEM64469622591152,Sweden,Falun,,Stockholm,outgoing,Mobile recharge,0.0
3c4693a0-1857-4816-9634-c7ae75daf28b,2025-04-13 19:16:00,46621.9,SEK,SE8902NKXR00859309312215,SE8902ZWKL91581622045409,Sweden,,Sweden,Kalmar,incoming,Tax refund,0.0
955fc1c4-61f6-4480-88b1-0e6c2ccadecd,2025-02-15 18:14:00,4968.62,SEK,SE8902TJBO76009734317061,SE8902LFCU74107203362240,Sweden,Gävle,,Umeå,outgoing,Mobile recharge,0.0
29afb2c4-dec9-4854-bfd7-96526210c540,2025-04-08 11:57:00,29235.01,SEK,SE8902WSHS28438837480311,SE8902GXLB05514229654020,Sweden,Kalmar,,Trollhättan,incoming,Rent transfer,0.0
3485a1e6-0a44-475f-8d20-b71a44e484f3,2025-02-21 15:08:00,21587.46,SEK,SE8902ZECH07329184737257,SE8902EJYN15169896233918,Sweden,Skövde,Sweden,,outgoing,Rent transfer,0.0
ed678aff-60d4-4556-b5b2-894b4d8760ed,2025-01-17 02:21:00,26203.69,SEK,SE8902KJYB05100798381483,SE8902XWUV40935991476872,Sweden,Borlänge,,,incoming,Mobile recharge,0.0
27d6a4b7-2bfe-422e-8d8c-8b44c053d7ab,2025-01-23 00:36:00,37561.61,SEK,SE8902OKBP25586865512985,SE8902NILS51480673047457,Sweden,Malmö,Sweden,,outgoing,Freelance project payment,0.0
cc8728c1-3155-42a6-b7b8-69f652f753cb,2025-02-20 08:03:00,34082.14,SEK,SE8902WZEL99650586037049,SE8902IDIO78110702344946,Sweden,Falun,Sweden,,outgoing,Consulting fee,0.0
ad5eafb1-37e7-4148-96ce-c92942a3c639,2025-05-06 10:43:00,18100.88,SEK,SE8902XFGN05965642065136,SE8902PXCX96170096954134,Sweden,Gävle,,Borlänge,outgoing,,0.0
cc981dfc-8b23-4c5c-9668-1aff48a07cd0,2025-01-12 10:35:00,42798.91,SEK,SE8902DSLW17149818922650,SE8902OEUK98732816702347,,Västerås,Sweden,Norrköping,incoming,Utility bill,0.0
ec42ba93-c1fc-407e-ae7a-ccdee5fee9a6,2025-01-13 17:08:00,26691.3,SEK,SE8902MURT68729362533248,SE8902OJZV87378441905395,Sweden,,Sweden,Lidköping,incoming,Loan repayment,0.0
ba4f249d-1587-4096-b1ee-a30378f4817c,2025-03-18 01:19:00,3550.76,SEK,SE8902ZDZF35824709915348,SE8902EQYQ41081582080415,Sweden,Växjö,Sweden,,outgoing,Insurance payout,0.0
cf608180-f556-4bc3-83c2-1d6f8d4e5e34,2025-01-10 16:40:00,24199.6,SEK,SE8902CHSI75448480838708,SE8902GREW10972860106946,Sweden,Nyköping,Sweden,,outgoing,Reimbursement for travel,0.0
03af6a02-aafe-4ef4-9809-efdcba797873,2025-01-13 05:18:00,35235.97,SEK,SE8902FWHV93976568931219,SE8902LFCU74107203362240,,Göteborg,Sweden,Kristianstad,incoming,Mobile recharge,0.0
0278cdd9-632b-471a-84f3-cda30845ceab,2025-03-08 04:50:00,40310.82,SEK,SE8902CRWQ10550122839130,SE8902XWUV40935991476872,Sweden,Stockholm,Sweden,,incoming,,0.0
9f7ce47b-b406-4fee-8300-c9e5e6a12266,2025-01-08 10:31:00,42669.81,SEK,SE8902IDDI95912852862700,SE8902WIZV49599148565208,Sweden,Borås,Sweden,,incoming,Online purchase,0.0
ff1e93a3-c3ae-4514-97eb-c1f7b88af635,2025-05-09 00:26:00,43227.18,SEK,SE8902NRAS31362495279847,SE8902XCIR72675281902466,Sweden,Sandviken,Sweden,,incoming,Reimbursement for travel,0.0
02721c47-35a6-4df5-b3bc-c83a6a7a22e9,2025-03-10 17:28:00,17302.29,SEK,SE8902OJZV87378441905395,SE8902EGUE04752445182497,Sweden,Linköping,Sweden,,outgoing,Consulting fee,0.0
d857ca62-6e61-4235-aca5-2ec61f80fe8d,2025-03-05 22:32:00,4126.96,SEK,SE8902GQAD77323256759071,SE8902AVQC54172602808950,Sweden,Skövde,,Linköping,outgoing,Loan repayment,0.0
99e113ea-66a3-4ad7-8f35-a8203a24daa9,2025-05-06 17:50:00,39154.79,SEK,SE8902PCFD04141042982858,SE8902VYBF24172056441453,Sweden,Lidköping,,Eskilstuna,outgoing,Rent transfer,0.0
f5e62892-9994-4793-8114-72c65fa1b23d,2025-04-18 22:40:00,41475.69,SEK,SE8902GTZD12314857392944,SE8902ETCY90517906060184,,Helsingborg,Sweden,Karlskoga,outgoing,Rent transfer,0.0
8470b0f1-47d0-4029-9a29-79f268cb0053,2025-03-03 00:01:00,37993.11,SEK,SE8902TJON16189488376725,SE8902JUBX10521679094085,Sweden,,Sweden,Gävle,outgoing,Online purchase,0.0
a21e18d7-0f2a-44d2-b1f5-78806385a9e1,2025-02-21 15:36:00,45603.65,SEK,SE8902NQVT00867426002134,SE8902ZZYD33218163616915,Sweden,,Sweden,Karlstad,outgoing,Salary payment,0.0
9f441ef6-12d1-4a03-9fca-2c25aea5ac0b,2025-01-21 06:42:00,4937.98,SEK,SE8902AJSV94182461717656,SE8902FMGF16921362391617,,Borås,Sweden,Södertälje,incoming,Payment for invoice #4152,0.0
59c461ed-eaf7-4245-96b8-ecfbc2a4de65,2025-05-07 22:11:00,38149.86,SEK,SE8902VBPS31468933549596,SE8902HUPY67929894959123,,Karlstad,Sweden,Helsingborg,outgoing,,0.0
