transaction_id,timestamp,amount,currency,sender_account,receiver_account,sender_country,sender_municipality,receiver_country,receiver_municipality,transaction_type,notes,amount_sek,hour
57866015-8d03-4f40-9702-7b05c788d1f5,2025-03-20 03:31:00,277.22,USD,GB60ETUO88284186410125,SE8902FSHA42297476809642,Syrian Arab Republic,Jonathanville,Sweden,Karlskoga,outgoing,,2853.43,3
32d1d21a-0c57-4327-95bb-26eee1e92c4b,2025-01-27 19:22:00,410.88,USD,GB57ITCO65117399270848,SE8902TOSX14314674232363,Cote d'Ivoire,Martinezton,Sweden,Borås,outgoing,Mobile recharge,4229.19,19
e9b27482-ad82-420a-a62e-0f7bbafdf0f2,2025-01-06 21:19:00,485.1,USD,GB04SHND35079801723177,SE8902FVFT61557043346714,Singapore,Ashleymouth,Sweden,Trollhättan,outgoing,Payment for invoice #3684,4993.13,21
b4d25915-701c-4e92-8986-ab97bcf008fa,2025-01-04 19:31:00,807.24,USD,GB41SYHO21084193906610,SE8902TBKW34062991571482,Cambodia,East Nathaniel,Sweden,Stockholm,incoming,Utility bill,8308.92,19
bb3706be-5c3f-49da-90a1-664308024604,2025-01-19 04:07:00,838.02,SEK,GB69IKTA23890148619891,SE8902LKXQ69920608322446,Sweden,Uppsala,Sweden,Umeå,outgoing,Gift to family member,0.0,4
348099bd-6f98-4033-bd11-1545ceecddb8,2025-04-18 11:02:00,814.82,SEK,GB73CAWS35646795070914,SE8902FKYE96295585801229,Sweden,Linköping,Sweden,Alingsås,incoming,Subscription fee,0.0,11
678128dc-22e4-44f0-bd6e-87f30410d653,2025-02-26 13:37:00,592.76,SEK,GB04FMPX88379315181800,SE8902ZJVA11817265425330,Sweden,Borås,Sweden,Luleå,outgoing,Consulting fee,0.0,13
e1e18069-ec18-42a6-a824-13c6af2e679e,2025-05-12 05:56:00,433.98,USD,GB39OYVM56086402766019,SE8902TBKW34062991571482,Bosnia and Herzegovina,Diaztown,Sweden,Stockholm,outgoing,Subscription fee,4466.96,5
cbcf55ae-64a2-454b-b401-3f218ece25e5,2025-05-02 13:25:00,692.42,SEK,GB38LEMD67601272531809,SE8902FBTR73223116722714,Sweden,Ängelholm,Sweden,Mölndal,incoming,Reimbursement for travel,0.0,13
10b92bbc-bcea-4352-b04d-74c52a168daa,2025-03-14 04:30:00,693.24,SEK,GB18ZLWG70155425794574,SE8902FVFT61557043346714,Sweden,Norrköping,Sweden,Helsingborg,outgoing,Freelance project payment,0.0,4
1a263328-4f6a-4bb2-98b2-5f2ff25ab86d,2025-01-06 00:45:00,892.93,SEK,GB08IGXR62863650925128,SE8902YCCU23582343543594,Sweden,Mölndal,Sweden,Linköping,incoming,Online purchase,0.0,0
8d028d72-67f3-4bda-b6e9-44f0fded4ea7,2025-02-12 01:01:00,694.21,USD,GB85ONXB76193576037456,SE8902TBKW34062991571482,Hong Kong,Joneshaven,Sweden,Södertälje,incoming,Utility bill,7145.5,1
0d5054a8-7cda-4d76-8c8b-01f7c492c11b,2025-03-21 04:08:00,803.06,SEK,GB30IAGY09389058273066,SE8902OKGM15362718359701,Sweden,Lidköping,Sweden,Falun,incoming,Subscription fee,0.0,4
0b410009-87f5-4fbd-8f8f-076116e425a5,2025-04-04 06:45:00,916.84,SEK,GB64MKQI82884610910751,SE8902LKXQ69920608322446,,Malmö,Sweden,Helsingborg,incoming,Rent transfer,0.0,6
15bf336c-b837-462b-a48e-336028e139d3,2025-03-10 20:09:00,67.44,SEK,GB49MDKW28227169164944,SE8902FVFT61557043346714,Sweden,Trollhättan,Sweden,Örebro,incoming,Subscription fee,0.0,20
6e628fab-d535-4c64-9e05-ef4aa9b1fc1d,2025-03-01 15:46:00,78.95,SEK,GB76XJNG56705213105561,SE8902ZJBK03539793529686,Sweden,Stockholm,Sweden,Kalmar,outgoing,Insurance payout,0.0,15
ec7b7ae3-95bd-4ce6-8327-e4011fec3b54,2025-04-04 02:11:00,221.7,SEK,GB95FRPY67675922592895,SE8902YCCU23582343543594,Sweden,Borås,Sweden,Luleå,outgoing,Rent transfer,0.0,2
bf319e44-5655-4910-959c-2ee9a8437a17,2025-02-05 06:33:00,576.86,SEK,GB98RAYD50192256007032,SE8902GQAD77323256759071,Sweden,Borås,Sweden,Halmstad,outgoing,Reimbursement for travel,0.0,6
b8881fce-f875-43f9-bcb3-cb695ea9735c,2025-03-24 16:36:00,887.51,SEK,GB34QEIW21541451758505,SE8902TNEQ21759041931830,Sweden,Karlstad,Sweden,Skövde,outgoing,Insurance payout,0.0,16
fd9cee80-d157-4cc4-999f-f334cd35ab5f,2025-03-12 21:52:00,441.48,SEK,GB09WUMB13106147621500,SE8902FKYE96295585801229,Sweden,Halmstad,Sweden,Jönköping,outgoing,Insurance payout,0.0,21
52517fa3-edf8-4243-866e-e711c234d85c,2025-01-21 19:37:00,890.21,USD,GB16PMFG76957277383763,SE8902TBKW34062991571482,Turkey,Lake Jessica,Sweden,Östersund,incoming,Loan repayment,9162.93,19
e82a3e70-7926-451c-93cb-3df373887397,2025-01-08 12:37:00,549.55,SEK,GB93IQCQ21203693662018,SE8902YCCU23582343543594,Sweden,Jönköping,Sweden,Borås,incoming,Insurance payout,0.0,12
23a2a9e4-afbb-44b6-832c-0ea739baaced,2025-04-18 11:11:00,146.57,USD,GB72JBAF75588740556223,SE8902GQAD77323256759071,Poland,Legnica,Sweden,Växjö,incoming,Salary payment,1508.65,11
c5cd3adf-e77b-4779-b78c-1d9fe44bef6c,2025-04-08 15:58:00,865.93,USD,GB68QPHL59534744095855,SE8902AJRJ35802643947946,Guam,Lake Steventown,Sweden,Karlskoga,outgoing,Reimbursement for travel,8913.02,15
7b30215b-867e-4266-bf63-f228fc836083,2025-03-06 14:03:00,976.9,SEK,GB16EQTG82084109937277,SE8902FCJT75375914520219,Sweden,Norrköping,Sweden,Mölndal,outgoing,Insurance payout,0.0,14
d5ae1b73-3a18-4e7d-b26b-9156f6ff12ce,2025-01-13 16:41:00,811.15,SEK,GB62RXAS90141309420565,SE8902YCCU23582343543594,Sweden,Trelleborg,Sweden,Karlstad,incoming,Gift to family member,0.0,16
a67ccbc7-c101-47e6-8192-f7fbe2c8b6a5,2025-02-16 11:02:00,631.16,USD,GB27EDPE35550345675060,SE8902RFAD93127690350624,Costa Rica,Shannonburgh,Sweden,Växjö,incoming,Insurance payout,6496.53,11
a677627c-3133-4df8-8b7e-34a2ab46fbc5,2025-03-06 05:54:00,699.32,NOK,GB72OHUG75606056423768,SE8902TBKW34062991571482,Norway,Mikkelsen,Sweden,Ängelholm,incoming,Freelance project payment,687.43,5
89446e12-2afb-413b-80da-6dfc91a36639,2025-05-01 11:19:00,694.12,USD,GB61AWLZ51765584259727,SE8902FVFT61557043346714,Estonia,South Valentina,Sweden,Karlskoga,outgoing,Salary payment,7144.58,11
3fa9b3a0-5b01-4feb-a885-e54fa72aa45a,2025-02-23 05:17:00,997.86,NOK,GB84QFZP45082739158862,SE8902LLGR94243337164385,Norway,Haugland,Sweden,Södertälje,incoming,Mobile recharge,980.9,5
cad4fcb3-f11e-4933-90ff-b6e0d5e294bd,2025-05-15 23:24:00,837.54,SEK,GB50GGCK32883825223110,SE8902GQAD77323256759071,Sweden,Borås,Sweden,Ängelholm,outgoing,,0.0,23
d38c01e6-d3e5-4375-ae1e-a259271929df,2025-02-20 07:28:00,426.35,SEK,GB65LJTV41807755782830,SE8902YBWC04395871663306,Sweden,Karlskrona,Sweden,Kalmar,incoming,Rent transfer,0.0,7
fb58620a-fb2f-4667-8ca8-def7564e053a,2025-04-12 18:15:00,603.08,SEK,GB48AHSJ80924231757921,SE8902BWOT03489901672599,Sweden,Ängelholm,Sweden,Göteborg,incoming,Utility bill,0.0,18
292e48fb-4b03-49c8-8b48-85cf1e174dc2,2025-01-13 17:51:00,523.71,EUR,GB04AOYA94472993895752,SE8902BWOT03489901672599,Finland,Ulvila,Sweden,Västerås,incoming,,6079.44,17
05c2e14d-9170-44ea-9e9c-40eb510a74a8,2025-02-23 15:12:00,356.42,SEK,GB60IOGH46130978686238,SE8902TBKW34062991571482,Sweden,Ängelholm,Sweden,Östersund,outgoing,Salary payment,0.0,15
8a864979-e28f-4d0e-8b9e-5db7a43b451a,2025-05-09 08:00:00,179.06,USD,GB68QFGI08193082143437,SE8902LLGR94243337164385,Ireland,Wilsonstad,Sweden,Örebro,outgoing,Insurance payout,1843.06,8
0be3c2c7-1ed3-4c4f-8ab5-b14e7e4d0000,2025-01-04 12:00:00,122.7,USD,GB10TFAZ81632599565643,SE8902LLGR94243337164385,Martinique,Port Lauren,Sweden,Ängelholm,incoming,Tax refund,1262.95,12
4149bcb2-26a0-42c0-a266-8b97688ba574,2025-01-02 12:00:00,110.81,USD,GB51DPKU96404947051923,SE8902LLGR94243337164385,Mayotte,Kimberlyview,Sweden,Borlänge,incoming,Rent transfer,1140.57,12
27ff38cc-afdf-403d-85ee-1a4f7c71f9e6,2025-02-27 12:00:00,169.66,USD,GB46ESYD32442072456024,SE8902LLGR94243337164385,Saint Kitts and Nevis,Smithport,Sweden,Sandviken,incoming,Reimbursement for travel,1746.31,12
a76520a9-512a-49f6-9342-2fea32f1b3ba,2025-10-05 13:00:00,85.9,USD,GB94WAOM16747719505182,SE8902LLGR94243337164385,Saint Pierre and Miquelon,Port Patrick,Sweden,Motala,outgoing,Payment for invoice #6200,884.17,13
c67b84b3-b7c5-48c6-95e7-bf0ae350190f,2025-02-15 17:00:00,93.52,USD,GB77VFQB55066437359405,SE8902LLGR94243337164385,Palau,North Stevebury,Sweden,Linköping,outgoing,Subscription fee,962.6,17
7acdf050-8603-4be8-aac8-d81641dbcf3f,2025-02-01 14:00:00,87.51,USD,GB67MDJN74388931121291,SE8902LLGR94243337164385,Guatemala,New Amy,Sweden,Kristianstad,outgoing,Loan repayment,900.74,14
5620205f-5da4-4be2-8ae0-599fe068bef5,2025-01-22 15:00:00,29.3,USD,GB68IYQG14350580716566,SE8902LLGR94243337164385,New Zealand,North Brandi,Sweden,Lund,incoming,Insurance payout,301.58,15
d70adb42-c81c-4253-ab26-59d43960258c,2025-02-19 10:00:00,134.49,USD,GB85KRTI42704938064686,SE8902LLGR94243337164385,Indonesia,Kevinchester,Sweden,Växjö,outgoing,Mobile recharge,1384.31,10
1f80704e-a944-498c-934c-4587377bd413,2025-04-06 15:00:00,119.34,USD,GB67RCXH79575303563336,SE8902LLGR94243337164385,Somalia,New Frankside,Sweden,Örebro,outgoing,Rent transfer,1228.37,15
664520b3-7960-4449-8988-a08c91fd334d,2025-03-11 13:00:00,119.57,USD,GB44WMCQ15149570727928,SE8902RUPP97970833512919,Nigeria,North Joanna,Sweden,Skellefteå,incoming,Insurance payout,1230.73,13
b6b46b80-a4a4-4158-8ec5-431021d84a24,2025-02-28 11:00:00,128.44,USD,GB24EMHM75846319412860,SE8902RUPP97970833512919,New Caledonia,East Misty,Sweden,Uppsala,incoming,,1322.03,11
5b0908b1-c764-4e64-a1b5-4ed3a776a12c,2025-03-27 10:00:00,177.07,USD,GB54GKZA93506806395803,SE8902RUPP97970833512919,Romania,North Jasonberg,Sweden,Örnsköldsvik,incoming,Rent transfer,1822.58,10
d13ecad8-51be-4b51-879e-e89a9a073f66,2025-05-02 08:00:00,86.62,USD,GB36EOVD11284426236621,SE8902RUPP97970833512919,Iceland,East Matthewfurt,Sweden,Karlskrona,incoming,Loan repayment,891.58,8
020e0146-0e3c-4e1f-8475-e74a038cc060,2025-02-06 17:00:00,191.59,USD,GB07HWEF69050770739559,SE8902RUPP97970833512919,Madagascar,Port Melissa,Sweden,Växjö,outgoing,Consulting fee,1972.04,17
329d4cbb-1a0d-4905-933f-904cdb0b2332,2025-05-18 12:00:00,160.97,USD,GB90KRUL08659996300488,SE8902RUPP97970833512919,Ethiopia,Crystalland,Sweden,Karlskrona,incoming,Gift to family member,1656.86,12
bfc8620f-ac2d-4e46-898a-b55b71584838,2025-03-02 18:00:00,145.59,USD,GB15OJEF37381448717276,SE8902RUPP97970833512919,Brazil,West Michaelfurt,Sweden,Karlskrona,incoming,Tax refund,1498.56,18
8b8b7ca0-73c3-4e5d-9216-165d1c5df89a,2025-05-18 11:00:00,37.59,USD,GB61BOFC84648887330503,SE8902RUPP97970833512919,United States Virgin Islands,Smithmouth,Sweden,Halmstad,outgoing,Tax refund,386.91,11
90646a0a-5b89-4428-9666-790adb74b233,2025-01-05 17:00:00,83.21,USD,GB21UHGT57216056933190,SE8902RUPP97970833512919,Equatorial Guinea,Hamiltonchester,Sweden,Växjö,incoming,Freelance project payment,856.48,17
93106bb0-9aad-435d-820c-37ab3bf34e37,2025-05-07 08:00:00,97.55,USD,GB79MDJF98880957206853,SE8902RUPP97970833512919,Iceland,East Joshuaport,Sweden,Sandviken,outgoing,Tax refund,1004.08,8
ad76d664-1a8a-4091-abd1-73ee56e79a23,2025-01-23 08:00:00,194.32,USD,GB86TCLI87551563012474,SE8902BWOT03489901672599,Equatorial Guinea,West Tony,Sweden,Nyköping,incoming,Insurance payout,2000.14,8
d5a90bb4-0f28-4b0f-8135-4cc86fa6820a,2025-04-12 16:00:00,32.92,USD,GB57WEXN71882088385180,SE8902BWOT03489901672599,Cuba,North Tonya,Sweden,Trollhättan,incoming,Consulting fee,338.85,16
14168bfc-7e78-4f2e-b80e-4ce3759ae659,2025-03-02 16:00:00,91.25,USD,GB55INTL79598385731184,SE8902BWOT03489901672599,Ireland,South Joshuafort,Sweden,Varberg,outgoing,Loan repayment,939.24,16
7764f91c-9fe3-4290-a08c-849c70287135,2025-01-11 14:00:00,33.29,USD,GB37LDTI03527152170603,SE8902BWOT03489901672599,Tajikistan,Lake Dylan,Sweden,Kalmar,outgoing,,342.65,14
2d1c2689-008c-415f-8252-ae2ac3d1d589,2025-03-31 13:00:00,126.07,USD,GB96JMKS82448585924878,SE8902BWOT03489901672599,Saint Lucia,Phillipstown,Sweden,Karlskoga,incoming,Freelance project payment,1297.64,13
1dea85d2-1ebf-4d79-a4c2-60080d1f3e9b,2025-04-08 16:00:00,139.39,USD,GB30KAPB38644892346770,SE8902BWOT03489901672599,Yemen,New Kevinport,Sweden,Lund,outgoing,Utility bill,1434.74,16
e614d844-1baf-499c-b2be-e2bba44cd93c,2025-05-15 18:00:00,195.44,USD,GB49WBGG65818853581170,SE8902BWOT03489901672599,Central African Republic,Yangstad,Sweden,Uppsala,outgoing,Freelance project payment,2011.66,18
868e5e3d-7ed9-40b9-af12-065d06c53ad6,2025-01-11 17:00:00,125.7,USD,GB70OVCF60319576927408,SE8902BWOT03489901672599,Cote d'Ivoire,Port Matthew,Sweden,Skövde,incoming,Mobile recharge,1293.83,17
62262255-c4c8-4701-a479-c528fbad88f7,2025-02-12 14:00:00,74.81,USD,GB50ZRDQ99847349694556,SE8902BWOT03489901672599,Guernsey,South Ericville,Sweden,Mölndal,incoming,Online purchase,770.02,14
d1424c33-4ebf-4ec0-b96f-33791d887a37,2025-01-06 09:00:00,142.5,USD,GB31DKOK33076415098069,SE8902BWOT03489901672599,San Marino,Kellyshire,Sweden,Lidköping,outgoing,Subscription fee,1466.75,9
4c7b53f8-359e-46ea-9667-140deed9cd85,2025-05-08 15:00:00,188.32,USD,GB27MKEP64028984880286,SE8902KEUK66106098793775,Botswana,Johnport,Sweden,Lidingö,outgoing,Tax refund,1938.38,15
da17065a-f190-4348-823f-f97bfaa69e3e,2025-02-13 10:00:00,18.25,USD,GB24DVVA12890114281640,SE8902KEUK66106098793775,Nigeria,New Mistyton,Sweden,Skövde,incoming,Salary payment,187.85,10
97272002-c10e-4daa-9ec7-26cae641b427,2025-05-17 09:00:00,93.4,USD,GB32EXGD64129041095995,SE8902KEUK66106098793775,North Macedonia,Lake Matthewville,Sweden,Göteborg,outgoing,Gift to family member,961.37,9
4819a50a-783f-4e0f-b22b-da78f0a4af5b,2025-03-01 08:00:00,109.94,USD,GB18OVLO02732208583596,SE8902KEUK66106098793775,Montserrat,South Nicole,Sweden,Lund,incoming,Gift to family member,1131.61,8
1e597d5e-c5a6-409e-8cc8-5c21f2c58a46,2025-01-08 18:00:00,99.08,USD,GB47QQNI74110813550636,SE8902KEUK66106098793775,Hungary,Francomouth,Sweden,Stockholm,incoming,Mobile recharge,1019.83,18
ba770a3f-2205-4f61-89da-720af8cde89f,2025-02-23 17:00:00,107.01,USD,GB68RZFB31520438300363,SE8902KEUK66106098793775,Central African Republic,Torresside,Sweden,Örnsköldsvik,incoming,Reimbursement for travel,1101.45,17
634a62d5-aebc-411f-9341-35b93f3a39ac,2025-01-03 14:00:00,113.85,USD,GB11LYWW93060959589804,SE8902KEUK66106098793775,Belize,Lake Anthonyburgh,Sweden,Skellefteå,incoming,Mobile recharge,1171.86,14
efa84d31-5685-4ccf-bdde-6d48eaf85d8f,2025-02-07 17:00:00,128.11,USD,GB44UKSX42609659758518,SE8902KEUK66106098793775,American Samoa,Mezatown,Sweden,Eskilstuna,outgoing,Subscription fee,1318.64,17
319977e8-726a-4c46-9e56-d127bfcfd967,2025-04-23 16:00:00,149.21,USD,GB13NUQH21236339029321,SE8902KEUK66106098793775,Uganda,Marialand,Sweden,Örnsköldsvik,outgoing,Utility bill,1535.82,16
e0b07649-5b42-4c6a-8f36-7b6076fb618c,2025-04-25 15:00:00,133.04,USD,GB25FMCA70610460520517,SE8902KEUK66106098793775,Yemen,Ramirezstad,Sweden,Norrköping,incoming,Insurance payout,1369.38,15
a64a9d7f-23d9-4672-ac13-1ec32af7c2dd,2025-03-30 13:00:00,73.44,USD,GB76GYNV54370536615236,SE8902QBVC38031274896724,Grenada,New Robert,Sweden,Skellefteå,incoming,Gift to family member,755.92,13
48e46c98-abe9-4ade-8bd0-375ed20b4ee6,2025-02-17 16:00:00,7.52,USD,GB30DLXO85838793764286,SE8902QBVC38031274896724,Cote d'Ivoire,Knoxfurt,Sweden,Borlänge,outgoing,Tax refund,77.4,16
afd4a451-9e16-4f23-a811-beb4f87f7ea7,2025-03-06 16:00:00,130.15,USD,GB46STVJ98299321827532,SE8902QBVC38031274896724,Saint Vincent and the Grenadines,Juliaville,Sweden,Södertälje,outgoing,Salary payment,1339.63,16
bbb78bda-f4c2-426b-ae94-dfbfd4a46746,2025-05-04 08:00:00,14.24,USD,GB44WQVP03200284345617,SE8902QBVC38031274896724,Lithuania,East Catherineview,Sweden,Helsingborg,outgoing,Gift to family member,146.57,8
153ff3bf-8d4f-4584-a9f6-21d57ee548cd,2025-04-29 15:00:00,170.23,USD,GB10NIOV77071818916564,SE8902QBVC38031274896724,Saint Barthelemy,Josephchester,Sweden,Malmö,incoming,Loan repayment,1752.18,15
e7057f22-3c34-4dfb-bb7a-ac509661dafd,2025-03-26 16:00:00,91.57,USD,GB45EDHR60704560171335,SE8902QBVC38031274896724,Cuba,Alexland,Sweden,Luleå,outgoing,Insurance payout,942.53,16
2f6282a4-4943-457b-b017-a7ce3ca4dd7f,2025-04-05 15:00:00,37.77,USD,GB73QCPE60771638022293,SE8902QBVC38031274896724,Antarctica (the territory South of 60 deg S),Lake Erica,Sweden,Umeå,outgoing,Freelance project payment,388.77,15
579a4a63-46a0-4e37-a1fd-00102a366f01,2025-01-05 18:00:00,101.87,USD,GB08PPXH93230176671160,SE8902QBVC38031274896724,Suriname,Port Joanne,Sweden,Jönköping,outgoing,Utility bill,1048.55,18
ed223c58-7a21-43a4-b993-318252c30ea8,2025-01-26 15:00:00,129.47,USD,GB84MSJD67214271912603,SE8902QBVC38031274896724,Rwanda,Lake James,Sweden,Lidköping,outgoing,,1332.63,15
55e52c29-e08e-4aac-965c-530fdd65a924,2025-03-09 08:00:00,28.35,USD,GB23ZDQE70152110344307,SE8902QBVC38031274896724,Yemen,Glennmouth,Sweden,Eskilstuna,incoming,Reimbursement for travel,291.81,8
2ffea19b-d8b7-4d0a-99eb-be28ad3b3985,2025-02-09 18:00:00,188.85,USD,GB26IOKS23563609047157,SE8902FCJT75375914520219,Gambia,Anthonytown,Sweden,Landskrona,incoming,Subscription fee,1943.83,18
de74c9d7-471a-4ca8-a065-ea50e6aabf5f,2025-02-17 15:00:00,174.67,USD,GB63YWEO95174631943620,SE8902FCJT75375914520219,Korea,Riverafort,Sweden,Karlskoga,incoming,Gift to family member,1797.88,15
a100a6d3-6018-4a7d-9a77-7d9e7fe07e21,2025-02-02 17:00:00,26.1,USD,GB02NBYZ10724011179908,SE8902FCJT75375914520219,Grenada,Sotoview,Sweden,Örnsköldsvik,incoming,Salary payment,268.65,17
e205d34d-b4ba-4268-9f88-b6a573a06e4f,2025-05-06 14:00:00,156.71,USD,GB74XTRB69892424472938,SE8902FCJT75375914520219,Comoros,Scottton,Sweden,Karlskrona,incoming,Reimbursement for travel,1613.02,14
a1f434a5-c72f-4c7e-bdca-643e51d2a46a,2025-01-19 11:00:00,112.28,USD,GB40ECCD94657384368888,SE8902FCJT75375914520219,Heard Island and McDonald Islands,South Kevin,Sweden,Lidköping,outgoing,Gift to family member,1155.7,11
f43a9cc4-11cb-4c9d-9806-2141d9188152,2025-01-30 17:00:00,12.87,USD,GB25XKJV04750818027237,SE8902FCJT75375914520219,Slovenia,East Sarahville,Sweden,Västerås,incoming,Freelance project payment,132.47,17
6ae398c4-06c9-4698-9236-11ff8693f209,2025-03-26 10:00:00,15.62,USD,GB58DDEQ01835621611358,SE8902FCJT75375914520219,Jamaica,Susanburgh,Sweden,Borlänge,outgoing,Payment for invoice #9640,160.78,10
cf150364-16d5-4035-bbdc-f104048362bb,2025-03-25 16:00:00,183.29,USD,GB36ECTJ77583268505909,SE8902FCJT75375914520219,Argentina,Annachester,Sweden,Norrköping,incoming,Tax refund,1886.6,16
3cea9ef5-c9c0-46f0-bab8-cbb215e88cae,2025-04-05 09:00:00,158.51,USD,GB55JMVB43511714928950,SE8902FCJT75375914520219,American Samoa,North Erin,Sweden,Lidköping,incoming,Reimbursement for travel,1631.54,9
6916d992-2d28-4401-8279-5778f25ded67,2025-01-26 08:00:00,168.72,USD,GB20JHZQ16344149555311,SE8902FCJT75375914520219,Saint Kitts and Nevis,Allenton,Sweden,Borlänge,outgoing,Tax refund,1736.63,8
092ad521-9dd3-4cbf-ad73-62ce0d3ed1d4,2025-03-27 13:00:00,98.63,USD,GB98KEKG52757362536684,SE8902LKXQ69920608322446,North Macedonia,New Kimberly,Sweden,Malmö,outgoing,Payment for invoice #8301,1015.2,13
4043cf05-5920-4e72-9f14-17a231a74566,2025-01-06 10:00:00,79.39,USD,GB55BAYH05323277244029,SE8902LKXQ69920608322446,Lesotho,New Vanessa,Sweden,Västerås,outgoing,Mobile recharge,817.16,10
635d3c59-9967-43c3-ab2e-5007d038b260,2025-03-21 17:00:00,182.77,USD,GB25WJCQ09185229493738,SE8902LKXQ69920608322446,Indonesia,Brendaberg,Sweden,Kristianstad,outgoing,,1881.25,17
ff95201b-b195-4c47-a49a-e593b72eac1b,2025-03-09 09:00:00,194.29,USD,GB07DUER53055195291209,SE8902LKXQ69920608322446,Timor-Leste,Floresberg,Sweden,Skellefteå,incoming,Gift to family member,1999.83,9
382b9e69-c7a7-4bf2-b0cb-f738adbfb6bf,2025-02-14 17:00:00,65.51,JPY,GB16BEML92280806418923,SE8902LKXQ69920608322446,Japan,西東京市,Sweden,Växjö,incoming,Loan repayment,4.32,17
558bfc22-b745-417a-8486-5e51c6864f8d,2025-01-18 17:00:00,198.4,USD,GB17KAAB15160671608575,SE8902LKXQ69920608322446,Ghana,East Caitlin,Sweden,Uddevalla,outgoing,Mobile recharge,2042.13,17
07399e38-b04a-4eb7-94a3-747e54e1e2f1,2025-04-17 13:00:00,132.84,USD,GB93EASN82645497903091,SE8902LKXQ69920608322446,South Georgia and the South Sandwich Islands,Port Nicholastown,Sweden,Norrköping,incoming,Insurance payout,1367.32,13
c9310873-ab95-4e1e-a0f9-8a89c24e11ca,2025-05-04 10:00:00,119.94,USD,GB30IICJ05213048901815,SE8902LKXQ69920608322446,Burundi,North Deborah,Sweden,Eskilstuna,incoming,Rent transfer,1234.54,10
409a7d1a-f9f4-4fde-803e-03fe84bd9de3,2025-03-25 10:00:00,13.36,USD,GB16LOCW54464378695461,SE8902LKXQ69920608322446,Saint Martin,West Lori,Sweden,Eskilstuna,incoming,,137.51,10
5cddba88-36aa-42e4-b424-9323f23b3d52,2025-04-08 13:00:00,105.55,USD,GB61PDIF66989793068595,SE8902LKXQ69920608322446,French Polynesia,Bruceberg,Sweden,Karlskoga,incoming,,1086.43,13
f7fccc2a-0597-46a4-b46d-ce4d2d5d403e,2025-04-07 08:00:00,163.14,USD,GB05EMQR00697605635312,SE8902TOSX14314674232363,Christmas Island,Stephenview,Sweden,Falun,incoming,Subscription fee,1679.2,8
1194ff78-4758-4c18-8c5e-731a0eb28d79,2025-03-26 13:00:00,100.44,USD,GB37ETBW41033231123948,SE8902TOSX14314674232363,Bulgaria,Annechester,Sweden,Motala,outgoing,Loan repayment,1033.83,13
1abf2730-883c-4615-b1ef-f12d80fc03e7,2025-05-03 15:00:00,124.15,USD,GB75KHJQ04553592905761,SE8902TOSX14314674232363,Korea,South Luke,Sweden,Sandviken,outgoing,Subscription fee,1277.88,15
63b70c63-fd8a-4d11-b12b-2941d2d26466,2025-01-21 18:00:00,118.2,USD,GB05LYPS13005460395434,SE8902TOSX14314674232363,Cocos (Keeling) Islands,New Patrick,Sweden,Jönköping,incoming,,1216.63,18
