transaction_id,timestamp,amount,currency,sender_account,receiver_account,sender_country,sender_municipality,receiver_country,receiver_municipality,transaction_type,notes,amount_sek,hour,date,sender_pnr,receiver_pnr,currency_risk
a7c82010-dded-473e-9ad6-b95923a96836,2025-01-24 07:41:00,20776.03,RMB,GB38HTEJ97765068986440,SE8902CRWQ10550122839130,Myanmar,Danielfurt,Sweden,Kalmar,incoming,Loan repayment,29851.0,7,2025-01-24,,980122-7878,High
55b95a0d-132a-4af4-b458-ffdfb0c98f66,2025-01-04 04:38:00,25180.74,ZAR,GB13FKXG95123888384042,SE8902SPLV55493875690484,South Africa,Port Gemmatown,Sweden,Trelleborg,incoming,Mobile recharge,14584.68,4,2025-01-04,,740122-1705,High
b4498193-d7d3-4d77-a349-1dcc15a9df33,2025-01-17 16:11:00,24429.63,ZAR,GB13OVCL33737579371585,SE8902QIDW01871973556269,South Africa,Gardnerfort,Sweden,Linköping,outgoing,Rent transfer,14149.64,16,2025-01-17,,941120-4879,High
ee0c306b-a923-4505-b34c-4796d3dcf27a,2025-01-12 17:20:00,33354.95,ZMW,GB07DLMR23144928873052,SE8902FPRI18674591891178,Zambia,Barbaraville,Sweden,Luleå,outgoing,Insurance payout,11954.41,17,2025-01-12,,861208-3793,High
9a917b5b-e7de-4927-b3c9-720c70000937,2025-03-28 19:57:00,47053.57,RMB,GB68ZHSS44335284568947,SE8902CHPG90425118808478,China,石家庄县,Sweden,Norrköping,incoming,Loan repayment,67606.57,19,2025-03-28,,441022-8888,High
a3ca49cc-9f8d-4dcc-8102-b868aa8db2d9,2025-02-25 20:16:00,48938.36,RMB,GB52ENZR02501734743891,SE8902QOLP68576231602784,Myanmar,North Carlymouth,Sweden,Lidingö,outgoing,Utility bill,70314.64,20,2025-02-25,,640122-9411,High
852338c9-77ec-4a3c-8676-4b6799e3552d,2025-03-27 11:05:00,49564.16,ZMW,GB87HALP17837833343781,SE8902VJHZ33855900402507,Zambia,Leahtown,Sweden,Borås,outgoing,Loan repayment,17763.79,11,2025-03-27,,411210-1656,High
55a6b9a9-a87f-47ef-9f8d-f93b275ec094,2025-02-18 17:19:00,33442.65,ZMW,GB59CWSZ08891120570568,SE8902IXLN09147641003463,Zambia,Smithshire,Sweden,Ängelholm,incoming,Loan repayment,11985.85,17,2025-02-18,,060925-9098,High
fdaa4fa3-9332-459e-90ed-c51032d76813,2025-02-01 12:59:00,4765.81,RMB,GB19FBYV58019067197643,SE8902ALFN61867186946491,China,大冶县,Sweden,Landskrona,incoming,Payment for invoice #5839,6847.52,12,2025-02-01,,560806-9745,High
4d9948d6-fcf1-412c-a3d9-2cb210f26f31,2025-04-12 06:43:00,7725.99,ZAR,GB10OSAN22771672403436,SE8902BIRC46206283725522,South Africa,Emilyville,Sweden,Lidköping,incoming,Rent transfer,4474.89,6,2025-04-12,,040413-9156,High
e6ea319d-ed8b-4446-b7ff-03ea9a1a55c7,2025-01-10 03:09:00,18995.21,RMB,GB86ZWUU11984014230146,SE8902UNVY51069080799808,China,玉梅市,Sweden,Uppsala,outgoing,Salary payment,27292.32,3,2025-01-10,,921206-6980,High
0999f45b-7817-46c9-835e-ebdcda86a826,2025-03-21 01:49:00,10391.47,ZAR,GB91OJIR06279344763008,SE8902OVSC20334070794606,South Africa,Grahamfort,Sweden,Kristianstad,incoming,Loan repayment,6018.74,1,2025-03-21,,010921-4098,High
46bb4e92-f0dc-49b0-af87-eef84cb0eec3,2025-04-14 05:02:00,31242.52,RMB,GB20QKHI60250911928569,SE8902WFUC02168045258799,China,南昌市,Sweden,Falun,outgoing,Gift to family member,44889.25,5,2025-04-14,,670428-7017,High
6ff6d879-844f-4e01-9faa-a7a7c95cd653,2025-03-18 04:26:00,44152.96,ZMW,GB33VSPX50162097908854,SE8902OWWY66208651137307,Zambia,Stevenborough,Sweden,Piteå,outgoing,,15824.42,4,2025-03-18,,810311-0196,High
44cf244f-0c69-469b-abda-32bc47fd25eb,2025-04-09 13:33:00,35413.21,RMB,GB66IYVN67027804106523,SE8902FADN38705986955694,Myanmar,Wattshaven,Sweden,Uppsala,incoming,Loan repayment,50881.7,13,2025-04-09,,691224-2689,High
a1c6d845-d44e-42db-9c12-db3452b0690a,2025-02-24 03:38:00,35837.63,RMB,GB06JHWY55009737499904,SE8902UAZW13872369602420,China,冬梅市,Sweden,Linköping,outgoing,Online purchase,51491.51,3,2025-02-24,,800327-1791,High
033431dc-414a-4736-bbfe-d46ef322f611,2025-04-24 00:22:00,44123.33,RMB,GB84SAFT43021825471314,SE8902CRWQ10550122839130,China,拉萨市,Sweden,Luleå,outgoing,Salary payment,63396.4,0,2025-04-24,,980122-7878,High
8f496c17-9aad-4990-8358-cef2437fcc74,2025-03-31 01:12:00,48238.8,ZAR,GB03QKUC30850917614154,SE8902DGXX88147139459340,South Africa,Bethanybury,Sweden,Kristianstad,outgoing,,27939.91,1,2025-03-31,,990720-2171,High
32f58136-21e5-42f6-9e1a-76ef7e98b54d,2025-05-02 07:03:00,43155.98,RMB,GB56FTCK24658186986555,SE8902EJYN15169896233918,China,凯市,Sweden,Trollhättan,incoming,Subscription fee,62006.51,7,2025-05-02,,420602-4558,High
0e4098a2-27bd-4840-b885-95164e6ca5cf,2025-01-08 00:27:00,5629.43,ZMW,GB51ELSM36188975374159,SE8902DSLW17149818922650,Zambia,Port Jadehaven,Sweden,Östersund,incoming,Utility bill,2017.59,0,2025-01-08,,951215-6036,High
2e736344-1817-4a5b-8b9b-8be595f037e8,2025-01-21 00:51:00,22845.08,RMB,GB55LTXA24706504053160,SE8902PTAF77843993668616,Myanmar,Hillberg,Sweden,Eskilstuna,outgoing,Payment for invoice #3700,32823.81,0,2025-01-21,,680714-5492,High
62443b53-ebbf-44dd-acee-217e92c238d8,2025-01-19 16:59:00,5844.54,ZAR,GB52RJVV46327265883291,SE8902TDQR72645888062798,South Africa,West Lesleyhaven,Sweden,Karlskoga,incoming,Subscription fee,3385.16,16,2025-01-19,,630220-1436,High
2b27a8ae-91a4-428a-ad8e-76249a9645d1,2025-04-26 15:02:00,13622.91,ZAR,GB67LWQZ32590394152487,SE8902BIRC46206283725522,South Africa,East Bernard,Sweden,Västerås,incoming,Reimbursement for travel,7890.39,15,2025-04-26,,040413-9156,High
55819c43-650d-4e26-9f8c-67ef78c96eee,2025-02-22 07:54:00,7798.89,RMB,GB40QUGD14931675960694,SE8902IFOG47846578093385,China,辽阳县,Sweden,Malmö,incoming,Tax refund,11205.45,7,2025-02-22,,851027-1458,High
190a955d-df55-4db9-b7fc-f671d9c94c1e,2025-03-02 01:52:00,4943.07,ZAR,GB12PQYE58068802657184,SE8902SIKL89762687070372,South Africa,Yvonnemouth,Sweden,Västerås,incoming,Consulting fee,2863.03,1,2025-03-02,,390106-8696,High
1ecbb381-e5ef-4e1b-87f1-6152f5e25fbd,2025-03-28 21:45:00,49136.04,ZAR,GB35FTZR39731053349272,SE8902XAJW53043482546967,South Africa,East Jeffrey,Sweden,Västerås,outgoing,Mobile recharge,28459.59,21,2025-03-28,,501222-6584,High
fc3e3228-8732-4a55-b35b-b9587614750b,2025-01-20 21:13:00,6390.83,RMB,GB90LOEF94367395004135,SE8902KQTT53706765844553,Myanmar,New Danielleberg,Sweden,Växjö,incoming,Payment for invoice #2933,9182.34,21,2025-01-20,,760413-8730,High
b1b52521-5be3-4442-8def-2b5f38cff576,2025-04-01 21:58:00,44756.07,RMB,GB61EOGO34136516985937,SE8902CKLN78195298715336,China,云市,Sweden,Helsingborg,outgoing,Online purchase,64305.52,21,2025-04-01,,460425-7487,High
5bfa9578-ee9e-4307-a0d5-fce40c756394,2025-01-23 17:26:00,46243.26,ZMW,GB90GGDP91659246113158,SE8902JFLG01724285840236,Zambia,Knightville,Sweden,Kristianstad,outgoing,Rent transfer,16573.58,17,2025-01-23,,710111-6791,High
8250f876-6d1b-4d74-a31a-7c74e40f9f8f,2025-01-21 06:25:00,31275.18,RMB,GB31XSPL72207021667660,SE8902RWQU01903466709841,China,呼和浩特市,Sweden,Piteå,outgoing,Utility bill,44936.18,6,2025-01-21,,070302-0982,High
dfd3e6b9-f709-4360-bda3-69ef1e5388d8,2025-01-05 07:20:00,2401.78,RMB,GB11TAEI44644240216630,SE8902WSHS28438837480311,Myanmar,Evanschester,Sweden,Malmö,incoming,Rent transfer,3450.88,7,2025-01-05,,680414-8994,High
fd48a451-1773-4e12-ac0d-b2a0d711286e,2025-05-13 14:51:00,1906.1,RMB,GB48DTPT33251658669889,SE8902SVTA51705365680131,Myanmar,Lynnfort,Sweden,Nyköping,outgoing,Online purchase,2738.68,14,2025-05-13,,051024-2373,High
b883dec0-70a5-45db-8c9e-8b2927c48a21,2025-05-07 02:33:00,25221.5,ZAR,GB42FFKB60251393260484,SE8902YWQH50779746486712,South Africa,North Shane,Sweden,Uppsala,incoming,Consulting fee,14608.29,2,2025-05-07,,390202-9028,High
51db701e-ccab-4cb7-9fa3-5b89dba45639,2025-02-15 15:20:00,15516.07,RMB,GB12ZSUL17758854966631,SE8902JQHT00463203687003,China,西宁市,Sweden,Ängelholm,incoming,Reimbursement for travel,22293.49,15,2025-02-15,,680912-5039,High
1cd4dadd-ffc7-4a6e-9ee7-3e02a1d56182,2025-05-03 16:07:00,14840.32,ZAR,GB71ZBAM25251407164722,SE8902WDCF38284869757417,South Africa,Port Beverley,Sweden,Lidköping,outgoing,Reimbursement for travel,8595.51,16,2025-05-03,,700411-6757,High
b78634f4-31b9-45f3-8a27-2b0750779603,2025-01-18 21:39:00,13835.74,RMB,GB78HASO68525915262591,SE8902JFQL02168511886094,China,重庆市,Sweden,Ängelholm,incoming,Salary payment,19879.19,21,2025-01-18,,890713-4053,High
791f7e09-8782-44af-8329-e8480c417c7d,2025-01-14 21:15:00,20973.88,ZAR,GB24UVLQ33971423390632,SE8902KVSV81092256666408,South Africa,Taylorview,Sweden,Kristianstad,incoming,Loan repayment,12148.07,21,2025-01-14,,800306-5847,High
0023e261-e873-490a-9119-386163aaa93b,2025-03-09 15:24:00,35980.57,RMB,GB57XVZA21137557484007,SE8902SVNA09488395571575,China,辉市,Sweden,Karlstad,outgoing,Payment for invoice #2922,51696.88,15,2025-03-09,,570307-0606,High
85a87ef1-a9ca-4892-91af-89df07a4b28a,2025-02-11 21:09:00,518.76,ZMW,GB70CZLH20762053908826,SE8902PEZC68306534625963,Zambia,Christineside,Sweden,Alingsås,incoming,Salary payment,185.92,21,2025-02-11,,460327-4996,High
19bd8bca-86e3-4f9b-8c3d-266b05aef556,2025-04-14 11:45:00,3358.27,ZMW,GB20OKOZ47007701623220,SE8902SPLV55493875690484,Zambia,Damianburgh,Sweden,Mölndal,incoming,Payment for invoice #9226,1203.6,11,2025-04-14,,740122-1705,High
8cbd2399-0ae3-4735-96f7-b28d11539cac,2025-03-22 10:55:00,46131.49,ZMW,GB07KMCY71310848176177,SE8902MPWG51569045484865,Zambia,Connorbury,Sweden,Sandviken,outgoing,Mobile recharge,16533.53,10,2025-03-22,,601224-4346,High
375cf088-e575-4eb8-8412-5ba2c0cc9694,2025-01-12 20:08:00,45076.88,ZAR,GB79PKOZ00133690319457,SE8902KWGC09517167288801,South Africa,East Hazelshire,Sweden,Norrköping,incoming,,26108.53,20,2025-01-12,,550214-0477,High
fbd7425c-c0af-4ee8-bd92-2e450004c86d,2025-02-06 10:15:00,10466.57,RMB,GB30EJHP21685146715250,SE8902TJON16189488376725,China,海门县,Sweden,Uppsala,incoming,Payment for invoice #1316,15038.37,10,2025-02-06,,880721-1449,High
20cb30af-8901-429b-b0a9-3da13dc133c8,2025-02-06 05:01:00,33084.74,ZMW,GB14GLDG64524972790954,SE8902CGGR69488718084568,Zambia,Lake Beth,Sweden,Motala,incoming,Consulting fee,11857.57,5,2025-02-06,,450531-4726,High
5df93459-f0b5-4693-9152-291e965c8aa6,2025-03-16 07:40:00,17858.71,RMB,GB86KNQC53013346770846,SE8902WOXH43586674611980,China,荆门县,Sweden,Luleå,incoming,Utility bill,25659.39,7,2025-03-16,,940521-7903,High
96036a35-badf-4785-97d5-98bcd5ce9484,2025-03-28 04:24:00,35833.43,RMB,GB34RYSX81601311611256,SE8902XWOG93876385265449,Myanmar,New Henry,Sweden,Södertälje,outgoing,Gift to family member,51485.47,4,2025-03-28,,051024-2373,High
27a3526f-2d21-4817-9a91-7d69e7fd342f,2025-03-20 01:36:00,16343.05,ZAR,GB86NYDT05291958121491,SE8902RUPP97970833512919,South Africa,Bernardbury,Sweden,Lidingö,incoming,Tax refund,9465.89,1,2025-03-20,,380415-5368,High
2b241a64-468b-4025-b848-7576eb8b364a,2025-05-04 17:06:00,6705.52,RMB,GB29JELF85978792561157,SE8902STMW83870980133580,Myanmar,West Judith,Sweden,Alingsås,outgoing,Rent transfer,9634.49,17,2025-05-04,,670709-7199,High
b467afab-80da-4da2-87f0-49b47907d120,2025-04-08 05:45:00,37875.24,ZMW,GB84NDUE01265382717117,SE8902BNCT48612177889839,Zambia,Ryanshire,Sweden,Uppsala,outgoing,Salary payment,13574.49,5,2025-04-08,,670116-8301,High
0a14b4f0-73f4-4806-82bc-3cec2c48d61b,2025-04-18 13:32:00,44680.87,ZAR,GB59RJJG73960689579172,SE8902PGCD42349227810447,South Africa,Collinsbury,Sweden,Lidköping,outgoing,,25879.16,13,2025-04-18,,050501-4027,High
2ce52501-9dfd-499f-bc8d-4f678a613d0c,2025-04-20 02:29:00,8589.38,ZAR,GB76VEVL32766812105222,SE8902YBWC04395871663306,South Africa,Wilkinsonburgh,Sweden,Örnsköldsvik,incoming,Consulting fee,4974.97,2,2025-04-20,,010404-6354,High
98cd4ff3-7869-47e0-8bd7-4c34cd07d2e0,2025-03-02 14:05:00,11335.81,RMB,GB67HFPV84639106507567,SE8902DOFI01208990186376,China,楠市,Sweden,Jönköping,incoming,Loan repayment,16287.29,14,2025-03-02,,401110-9719,High
60e7e2ce-0ed9-4b65-9047-48f496c616ea,2025-02-17 09:38:00,35000.35,ZMW,GB52BDSY03751892365878,SE8902SUPU22107368286746,Zambia,East Charlotte,Sweden,Norrköping,outgoing,,12544.13,9,2025-02-17,,410404-6919,High
e75d81d8-7b9d-43b2-a615-6e059bf5c69a,2025-04-08 06:13:00,8031.35,ZAR,GB98VKDB23376305538118,SE8902OVSC20334070794606,South Africa,Lindastad,Sweden,Karlskrona,incoming,Insurance payout,4651.76,6,2025-04-08,,010921-4098,High
e8bfa573-cb09-479b-b8ac-2c5adf065395,2025-04-18 18:58:00,38371.17,ZMW,GB38OKUT20064589378316,SE8902YZWZ87858217066053,Zambia,Lake Alexandrashire,Sweden,Halmstad,outgoing,Insurance payout,13752.23,18,2025-04-18,,660925-8436,High
c0997cf4-65c0-4d2e-8c94-dbe916db674c,2025-01-23 04:48:00,11420.38,RMB,GB28GAAF22694813480969,SE8902PQAY31420284375015,Myanmar,West Hannahberg,Sweden,Falun,outgoing,,16408.8,4,2025-01-23,,720302-4638,High
c9208ade-d3f3-43cb-8eb8-9dbdbbdd838d,2025-04-19 22:40:00,8201.52,ZMW,GB89YBEO46913856203805,SE8902ZJLO95363862694613,Zambia,North Brucebury,Sweden,Landskrona,incoming,Rent transfer,2939.42,22,2025-04-19,,681010-5228,High
9eb3a910-25a3-4344-b4a8-17af7a0b447e,2025-04-20 11:40:00,14985.06,RMB,GB14HBAU31704965748328,SE8902AQCO44387324377348,Myanmar,Marilynmouth,Sweden,Kalmar,outgoing,Tax refund,21530.53,11,2025-04-20,,540614-9160,High
92cfa72f-00f8-4c0b-9128-275ccb8b9fcd,2025-01-06 17:40:00,2121.45,RMB,GB65NRCK25808956930850,SE8902PGNT42361129672323,Myanmar,North Fredericktown,Sweden,Göteborg,outgoing,Payment for invoice #5332,3048.1,17,2025-01-06,,650630-0398,High
6281b207-7f4d-486d-bcfd-0b76ae77ef8d,2025-05-04 08:45:00,38941.16,ZMW,GB32VUMX95895716638403,SE8902SUFL84984390436207,Zambia,Lake Pamelafort,Sweden,Västerås,incoming,Subscription fee,13956.51,8,2025-05-04,,930305-9506,High
dccf3f43-da51-4bf5-9c47-77b9f6b4f9f8,2025-01-11 10:56:00,33980.37,RMB,GB61AIJF86142750914106,SE8902ENMF86033537014424,China,沈阳市,Sweden,Karlskoga,incoming,,48823.0,10,2025-01-11,,360220-5001,High
3580254f-b3be-4dc4-82a3-8e03de7cf09e,2025-01-16 13:53:00,24017.66,RMB,GB52OAKG67988797492201,SE8902JPEZ29549435970218,China,桂英县,Sweden,Västerås,incoming,Reimbursement for travel,34508.57,13,2025-01-16,,720217-9342,High
df4dd497-787b-4c8d-92cd-a1cec078fb59,2025-02-01 15:03:00,22824.74,ZMW,GB42CDGF75404387230586,SE8902RMGJ56941789044857,Zambia,North Stewartberg,Sweden,Varberg,incoming,Mobile recharge,8180.39,15,2025-02-01,,460405-5261,High
82108881-adbc-49a0-9aa7-b2d46d644af3,2025-04-19 12:00:00,46438.3,ZAR,GB50TUEW20494593651428,SE8902OKGM15362718359701,South Africa,Hazelshire,Sweden,Landskrona,incoming,Loan repayment,26897.06,12,2025-04-19,,771019-7539,High
b5c597c0-c841-4b01-a57e-08c191ee07d5,2025-04-22 04:15:00,21431.39,ZAR,GB46KGED40736115338861,SE8902DGRO18476288845448,South Africa,Dunnview,Sweden,Karlskrona,incoming,Utility bill,12413.06,4,2025-04-22,,001015-8624,High
29cc8b71-cf39-475e-81b6-3899924e8e9d,2025-03-18 00:21:00,45069.92,RMB,GB78BFCC98838948917084,SE8902CUOA55859966187343,Myanmar,West Ashleighhaven,Sweden,Umeå,outgoing,Rent transfer,64756.46,0,2025-03-18,,920623-5336,High
6e4bd803-9f18-4bfd-ada0-1972dd438a17,2025-04-13 08:06:00,19860.64,ZMW,GB31LLYF79075931144572,SE8902EHQT53687871208531,Zambia,Jasonhaven,Sweden,Sundsvall,outgoing,Mobile recharge,7118.05,8,2025-04-13,,390706-5712,High
f4d6ce79-b2be-4ee6-a562-4183a54545c2,2025-03-24 04:40:00,13528.45,RMB,GB50IVYM53864745897423,SE8902IETM52089049623113,Myanmar,Lake Shaneborough,Sweden,Motala,outgoing,Rent transfer,19437.68,4,2025-03-24,,440217-6293,High
9000f6aa-15d3-4e31-9524-d8af073d6684,2025-02-12 14:09:00,8517.29,RMB,GB75LENR12552945418517,SE8902EYGF77551822415743,China,兰州县,Sweden,Varberg,outgoing,Payment for invoice #3213,12237.64,14,2025-02-12,,380518-3252,High
2485f9e0-3d1b-4ba2-ab98-30e19438a566,2025-02-23 13:48:00,16073.15,ZAR,GB14YZMY32879734211411,SE8902LXEY88372509516456,South Africa,Gerardview,Sweden,Göteborg,incoming,Loan repayment,9309.57,13,2025-02-23,,570120-3019,High
be4465b8-bb52-4333-a4e4-0c1a9e4d8428,2025-02-28 02:20:00,2529.42,RMB,GB80KTVB60730291078881,SE8902KEUK66106098793775,Myanmar,Whiteville,Sweden,Borås,incoming,Freelance project payment,3634.27,2,2025-02-28,,540522-6134,High
d9b60061-1075-4b07-b5d8-808293b70729,2025-03-26 11:41:00,8141.91,ZAR,GB46IGOP55518408295956,SE8902YFNV15788568473424,South Africa,Joannemouth,Sweden,Nyköping,outgoing,Payment for invoice #6933,4715.79,11,2025-03-26,,690226-7522,High
902209e8-d518-4435-ac7d-28d2117bf62c,2025-01-03 17:11:00,35545.64,ZAR,GB93RLQF39689194337567,SE8902POYE56306553396402,South Africa,South Stephaniemouth,Sweden,Mölndal,incoming,Mobile recharge,20588.03,17,2025-01-03,,860309-0559,High
c239691e-a36c-4db3-a0e1-fdcfce8d1855,2025-02-04 13:54:00,558.58,ZAR,GB73VLTC52229159465675,SE8902JIRN62314882418604,South Africa,Byrnemouth,Sweden,Örebro,outgoing,Freelance project payment,323.53,13,2025-02-04,,421205-9713,High
9ad135bf-3437-470e-9907-593e102374d5,2025-02-04 04:36:00,33340.29,ZMW,GB96IQRJ48289944031106,SE8902PQAY31420284375015,Zambia,Robinsonton,Sweden,Lidingö,incoming,Salary payment,11949.16,4,2025-02-04,,720302-4638,High
7a90f4bf-1eac-442c-9d74-aa4305bf5793,2025-05-18 07:37:00,3454.8,RMB,GB52ZBWD68855743941787,SE8902EVCJ18582465780769,Myanmar,West Anne,Sweden,Lidingö,outgoing,Subscription fee,4963.86,7,2025-05-18,,900522-5926,High
50a13926-9a80-4d99-ba29-0baf4c686926,2025-02-24 04:06:00,10339.14,ZMW,GB17AXAK16721986481861,SE8902OGIV86383792142837,Zambia,Jamesborough,Sweden,Alingsås,outgoing,Utility bill,3705.55,4,2025-02-24,,391117-9285,High
d75603e6-4641-4607-941c-4ea0e786d108,2025-02-12 15:32:00,27800.42,ZMW,GB25BGWL61523284807137,SE8902NWBH42139231276122,Zambia,Mollyview,Sweden,Södertälje,outgoing,Freelance project payment,9963.67,15,2025-02-12,,940210-9509,High
8cc0238c-3521-4654-b289-1e2cdbe4c70e,2025-05-02 18:33:00,100.67,ZMW,GB08FGMA68782544343068,SE8902PVMT99502269929745,Zambia,Annashire,Sweden,Kristianstad,outgoing,,36.08,18,2025-05-02,,780906-7700,High
3bd518d1-aaa3-443d-8474-aa7f158a3ddd,2025-02-17 05:13:00,43960.94,RMB,GB12NHEN74649937452723,SE8902XPHP30865499209335,Myanmar,Stanleymouth,Sweden,Borås,incoming,Loan repayment,63163.08,5,2025-02-17,,360719-1347,High
74543812-7be6-4d12-919b-3ab9b50fffe0,2025-03-04 00:23:00,47258.06,ZMW,GB18LYFL79934662348382,SE8902UFZY41218181108055,Zambia,Port Glenfurt,Sweden,Sundsvall,incoming,Utility bill,16937.29,0,2025-03-04,,500128-9916,High
89ec7c08-8aa1-4788-bfec-84f022b9beb5,2025-02-10 14:24:00,27122.87,ZMW,GB72HZMS38944141378978,SE8902LIKB41550652178852,Zambia,Georgebury,Sweden,Landskrona,incoming,Subscription fee,9720.84,14,2025-02-10,,611015-7465,High
101197a0-19d9-42db-8080-3986787a6abf,2025-02-22 19:58:00,24249.77,RMB,GB61OHRP46388955845346,SE8902YCMH62501138405727,Myanmar,Fullermouth,Sweden,Trelleborg,outgoing,Utility bill,34842.07,19,2025-02-22,,440512-1270,High
7adb9387-a869-46a9-af33-ac007f23b8f3,2025-03-01 16:07:00,34478.63,ZAR,GB09DSBO80328141178247,SE8902RYJW27814189025495,South Africa,Oliverfort,Sweden,Kristianstad,incoming,Salary payment,19970.02,16,2025-03-01,,361111-3899,High
2cea6724-01de-4c2c-94df-8ce72757e0fe,2025-01-25 05:30:00,6880.09,ZMW,GB86IBFS84486657793589,SE8902JNFW68474844339506,Zambia,New Julie,Sweden,Lund,outgoing,Freelance project payment,2465.82,5,2025-01-25,,540411-6336,High
edbbdac2-c188-45c2-afb7-a0cd7ea2724f,2025-03-06 21:10:00,20842.74,RMB,GB67KXAS74454088701321,SE8902JYVV72673862515999,China,辉市,Sweden,Sandviken,incoming,,29946.85,21,2025-03-06,,860506-6011,High
6716c2d6-8656-4018-abec-512d8efc03e4,2025-01-19 18:56:00,32528.2,RMB,GB41USQC45901866369010,SE8902XZAS22158117574887,Myanmar,Lake Samuel,Sweden,Eskilstuna,incoming,Gift to family member,46736.52,18,2025-01-19,,780628-1619,High
62174549-50a9-4e8e-af46-3f95586639a3,2025-04-02 07:25:00,13717.9,ZAR,GB48EVIC23575085193450,SE8902JFUD24261264737631,South Africa,New Mohammad,Sweden,Norrköping,incoming,Loan repayment,7945.41,7,2025-04-02,,030411-1388,High
